OBJECTID,ORIG_FID,Id,Contour,Shape_Length,Longitude,Latitude
2901,198,198,430,0,-116.0606907,32.69635179
2902,198,198,430,0,-116.0606063,32.69664795
2903,198,198,430,0,-116.0605653,32.69695653
2904,198,198,430,0,-116.0606821,32.69724732
2905,198,198,430,0,-116.0606204,32.69754456
2906,198,198,430,0,-116.0603899,32.69776341
2907,198,198,430,0,-116.0600961,32.69787762
2908,198,198,430,0,-116.0597996,32.69799855
2909,198,198,430,0,-116.0595239,32.69814499
2910,198,198,430,0,-116.0592903,32.69835637
2911,198,198,430,0,-116.0590803,32.69859047
2912,198,198,430,0,-116.0588539,32.69881004
2913,198,198,430,0,-116.0586522,32.69905112
2914,198,198,430,0,-116.0583646,32.6991711
2915,198,198,430,0,-116.0580497,32.69917819
2916,198,198,430,0,-116.0577348,32.69923352
2917,198,198,430,0,-116.0574229,32.69929312
2918,198,198,430,0,-116.05712,32.6993433
2919,198,198,430,0,-116.0568363,32.69921811
2920,198,198,430,0,-116.0565827,32.69916159
2921,198,198,430,0,-116.0563975,32.69939079
2922,198,198,430,0,-116.0561083,32.69934028
2923,198,198,430,0,-116.0561353,32.6990982
2924,198,198,430,0,-116.0563748,32.69896898
2925,198,198,430,0,-116.0564003,32.69865423
2926,199,199,430,0,-116.0655192,32.70907807
2927,199,199,430,0,-116.0654353,32.70891284
2928,200,200,430,0,-116.06834,32.7110635
2929,200,200,430,0,-116.0680566,32.71091921
2930,200,200,430,0,-116.0678388,32.71069614
2931,200,200,430,0,-116.0676521,32.71045464
2932,200,200,430,0,-116.0674324,32.71022302
2933,200,200,430,0,-116.0672431,32.7099658
2934,200,200,430,0,-116.0671614,32.70966176
2935,200,200,430,0,-116.0671875,32.70934297
2936,200,200,430,0,-116.0671939,32.70902363
2937,200,200,430,0,-116.0671743,32.70871065
2938,200,200,430,0,-116.0670253,32.70851714
2939,200,200,430,0,-116.0667766,32.70832819
2940,200,200,430,0,-116.0664676,32.70824859
2941,200,200,430,0,-116.0661709,32.70813652
2942,200,200,430,0,-116.0658915,32.70798186
2943,200,200,430,0,-116.0657105,32.70774001
2944,200,200,430,0,-116.0658812,32.70750973
2945,200,200,430,0,-116.0656475,32.70744673
2946,200,200,430,0,-116.0654859,32.70769972
2947,200,200,430,0,-116.0653729,32.70799735
2948,200,200,430,0,-116.0653091,32.70830891
2949,200,200,430,0,-116.0651312,32.70841895
2950,200,200,430,0,-116.0651007,32.70809999
2951,200,200,430,0,-116.0650889,32.70778019
2952,200,200,430,0,-116.0651394,32.70747169
2953,200,200,430,0,-116.0649044,32.70759189
2954,200,200,430,0,-116.0646743,32.70780706
2955,200,200,430,0,-116.0646019,32.70808344
2956,200,200,430,0,-116.0643557,32.70826031
2957,200,200,430,0,-116.0645073,32.70847742
2958,200,200,430,0,-116.0648139,32.70855098
2959,200,200,430,0,-116.0650509,32.70873909
2960,200,200,430,0,-116.06515,32.70902567
2961,200,200,430,0,-116.0652125,32.70933882
2962,200,200,430,0,-116.0653037,32.70964485
2963,200,200,430,0,-116.0653799,32.70995595
2964,200,200,430,0,-116.0655146,32.71024542
2965,200,200,430,0,-116.0656367,32.71053997
2966,200,200,430,0,-116.0656982,32.71084895
2967,200,200,430,0,-116.0657211,32.71116419
2968,200,200,430,0,-116.0656682,32.71147935
2969,200,200,430,0,-116.0655652,32.71177357
2970,200,200,430,0,-116.0656122,32.71208576
2971,200,200,430,0,-116.065715,32.71238582
2972,200,200,430,0,-116.0658777,32.71265884
2973,200,200,430,0,-116.0660511,32.71292647
2974,200,200,430,0,-116.0662156,32.7132009
2975,200,200,430,0,-116.0663586,32.71348684
2976,200,200,430,0,-116.0665286,32.71375416
2977,200,200,430,0,-116.0667299,32.71398721
2978,200,200,430,0,-116.0668896,32.71425595
2979,200,200,430,0,-116.0670035,32.71453592
2980,200,200,430,0,-116.0669592,32.71484424
2981,200,200,430,0,-116.0669769,32.71514588
2982,200,200,430,0,-116.0669601,32.71544992
2983,200,200,430,0,-116.0668805,32.71571364
2984,200,200,430,0,-116.066667,32.71594222
2985,200,200,430,0,-116.066571,32.71622616
2986,201,201,430,0,-116.0682299,32.71956429
2987,201,201,430,0,-116.0683648,32.71983184
2988,201,201,430,0,-116.068188,32.72004704
2989,201,201,430,0,-116.0679689,32.72019811
2990,202,202,440,0,-116.0515531,32.70696378
2991,202,202,440,0,-116.0515397,32.70719447
2992,202,202,440,0,-116.0516912,32.70742588
2993,202,202,440,0,-116.0517109,32.70774431
2994,202,202,440,0,-116.0519164,32.70798622
2995,202,202,440,0,-116.0519811,32.70826398
2996,202,202,440,0,-116.0516992,32.70839901
2997,202,202,440,0,-116.0515693,32.70861534
2998,202,202,440,0,-116.0517944,32.70875933
2999,202,202,440,0,-116.0517834,32.70906943
3000,202,202,440,0,-116.0517692,32.70935241
3001,203,203,440,0,-116.0521305,32.70944662
3002,204,204,440,0,-116.05595,32.70400046
3003,204,204,440,0,-116.0556851,32.70383812
3004,204,204,440,0,-116.05552,32.70357819
3005,204,204,440,0,-116.0555952,32.70327808
3006,204,204,440,0,-116.0559094,32.70327652
3007,204,204,440,0,-116.0562266,32.7032831
3008,204,204,440,0,-116.0565381,32.7033347
3009,204,204,440,0,-116.0565497,32.70316914
3010,204,204,440,0,-116.0563273,32.70297508
3011,204,204,440,0,-116.0561727,32.70272532
3012,204,204,440,0,-116.0562794,32.70243433
3013,204,204,440,0,-116.0564612,32.70218479
3014,204,204,440,0,-116.0566638,32.70195096
3015,204,204,440,0,-116.0566927,32.70165267
3016,204,204,440,0,-116.0567213,32.701349
3017,204,204,440,0,-116.0566801,32.70105954
3018,204,204,440,0,-116.0567265,32.70081137
3019,204,204,440,0,-116.0569847,32.70062363
3020,204,204,440,0,-116.0572911,32.70060628
3021,204,204,440,0,-116.0576014,32.70067233
3022,204,204,440,0,-116.057918,32.70066337
3023,204,204,440,0,-116.058222,32.70056432
3024,204,204,440,0,-116.0585336,32.70049954
3025,204,204,440,0,-116.0588255,32.70037046
3026,204,204,440,0,-116.0590928,32.70020236
3027,204,204,440,0,-116.0593511,32.70001607
3028,204,204,440,0,-116.0596232,32.69985954
3029,204,204,440,0,-116.0599421,32.69984224
3030,204,204,440,0,-116.0600356,32.69966065
3031,204,204,440,0,-116.0598738,32.69938811
3032,204,204,440,0,-116.0599828,32.6991104
3033,204,204,440,0,-116.0602565,32.69895114
3034,204,204,440,0,-116.0604551,32.69870653
3035,204,204,440,0,-116.0607029,32.69851193
3036,204,204,440,0,-116.0610077,32.69841609
3037,204,204,440,0,-116.0612943,32.69827757
3038,204,204,440,0,-116.0615443,32.69809324
3039,204,204,440,0,-116.0616653,32.69779806
3040,204,204,440,0,-116.0617812,32.69750012
3041,204,204,440,0,-116.0618879,32.69720598
3042,204,204,440,0,-116.0619086,32.69694735
3043,204,204,440,0,-116.0620856,32.69668993
3044,204,204,440,0,-116.0622998,32.69646367
3045,204,204,440,0,-116.0625006,32.69623856
3046,204,204,440,0,-116.0627423,32.69604484
3047,204,204,440,0,-116.0629886,32.6958656
3048,204,204,440,0,-116.0631422,32.69563382
3049,204,204,440,0,-116.0633604,32.69541184
3050,204,204,440,0,-116.0635731,32.69517845
3051,204,204,440,0,-116.0637196,32.69492407
3052,204,204,440,0,-116.0638602,32.69464894
3053,204,204,440,0,-116.0640558,32.69440621
3054,204,204,440,0,-116.0641552,32.69411843
3055,204,204,440,0,-116.0643233,32.69385369
3056,204,204,440,0,-116.0645546,32.69364395
3057,204,204,440,0,-116.0647996,32.69344962
3058,204,204,440,0,-116.0649973,32.6932172
3059,204,204,440,0,-116.0652079,32.69299086
3060,204,204,440,0,-116.0653694,32.69273224
3061,204,204,440,0,-116.0653601,32.69242149
3062,204,204,440,0,-116.0652423,32.69213786
3063,204,204,440,0,-116.0650994,32.69202103
3064,204,204,440,0,-116.0648231,32.69208808
3065,204,204,440,0,-116.0648034,32.69240445
3066,204,204,440,0,-116.0647338,32.69269916
3067,204,204,440,0,-116.0645667,32.69291604
3068,204,204,440,0,-116.0642579,32.69295181
3069,204,204,440,0,-116.0640254,32.69292921
3070,204,204,440,0,-116.0639154,32.69319832
3071,204,204,440,0,-116.0637496,32.69293306
3072,204,204,440,0,-116.0637,32.69261905
3073,204,204,440,0,-116.0635648,32.69233617
3074,204,204,440,0,-116.0634207,32.69221895
3075,204,204,440,0,-116.0632494,32.69242174
3076,204,204,440,0,-116.0629569,32.69251635
3077,204,204,440,0,-116.062935,32.692617
3078,204,204,440,0,-116.0632429,32.69264036
3079,204,204,440,0,-116.0635096,32.692759
3080,204,204,440,0,-116.0635141,32.69307805
3081,204,204,440,0,-116.0634683,32.69338764
3082,204,204,440,0,-116.063335,32.69366717
3083,204,204,440,0,-116.0631413,32.69391961
3084,204,204,440,0,-116.0629792,32.69419197
3085,204,204,440,0,-116.0627532,32.69438571
3086,204,204,440,0,-116.0626308,32.69463918
3087,204,204,440,0,-116.0623952,32.6948475
3088,204,204,440,0,-116.0623302,32.69501295
3089,204,204,440,0,-116.0620173,32.69507037
3090,204,204,440,0,-116.0617299,32.69520276
3091,204,204,440,0,-116.0614713,32.69537591
3092,204,204,440,0,-116.0612021,32.69553219
3093,204,204,440,0,-116.060949,32.69572717
3094,204,204,440,0,-116.0607424,32.69596818
3095,204,204,440,0,-116.0606365,32.69626548
3096,204,204,440,0,-116.0604789,32.69652583
3097,204,204,440,0,-116.0604016,32.69683623
3098,204,204,440,0,-116.0604463,32.69715149
3099,204,204,440,0,-116.0605705,32.69744268
3100,204,204,440,0,-116.0603743,32.69766544
3101,204,204,440,0,-116.0600791,32.69777673
3102,204,204,440,0,-116.0597795,32.69788955
3103,204,204,440,0,-116.059493,32.69803231
3104,204,204,440,0,-116.0592389,32.69822539
3105,204,204,440,0,-116.0590421,32.69847771
3106,204,204,440,0,-116.0588074,32.6986865
3107,204,204,440,0,-116.0585775,32.69890569
3108,204,204,440,0,-116.0583415,32.69909185
3109,204,204,440,0,-116.0580292,32.69906133
3110,204,204,440,0,-116.0577203,32.69914362
3111,204,204,440,0,-116.0574054,32.69919485
3112,204,204,440,0,-116.0570897,32.69920061
3113,204,204,440,0,-116.0569669,32.69893124
3114,204,204,440,0,-116.0567144,32.69873921
3115,204,204,440,0,-116.0565344,32.69847498
3116,205,205,440,0,-116.0657203,32.70632686
3117,205,205,440,0,-116.0658233,32.70640914
3118,205,205,440,0,-116.0660098,32.70615662
3119,205,205,440,0,-116.0659368,32.70606134
3120,207,207,440,0,-116.0671264,32.70825212
3121,207,207,440,0,-116.0668564,32.70815446
3122,207,207,440,0,-116.0665422,32.70811074
3123,207,207,440,0,-116.0662647,32.70797383
3124,207,207,440,0,-116.0660008,32.70780324
3125,207,207,440,0,-116.0661442,32.70757068
3126,207,207,440,0,-116.0663662,32.70734172
3127,207,207,440,0,-116.0665746,32.70710148
3128,207,207,440,0,-116.0664481,32.70682201
3129,207,207,440,0,-116.0662959,32.70654181
3130,207,207,440,0,-116.0661094,32.7065305
3131,207,207,440,0,-116.0658922,32.70675823
3132,207,207,440,0,-116.0656798,32.70698466
3133,207,207,440,0,-116.0654277,32.70714712
3134,207,207,440,0,-116.0651538,32.70728665
3135,207,207,440,0,-116.0648529,32.70739212
3136,207,207,440,0,-116.0646255,32.70761195
3137,207,207,440,0,-116.0643876,32.70782148
3138,207,207,440,0,-116.0642053,32.70807454
3139,207,207,440,0,-116.0639667,32.70827848
3140,207,207,440,0,-116.0641678,32.70846253
3141,207,207,440,0,-116.0644073,32.70866376
3142,207,207,440,0,-116.0647148,32.70873677
3143,207,207,440,0,-116.0648517,32.70898879
3144,207,207,440,0,-116.0650161,32.70915455
3145,207,207,440,0,-116.065134,32.70944751
3146,207,207,440,0,-116.0652191,32.70975511
3147,207,207,440,0,-116.0652297,32.71007182
3148,207,207,440,0,-116.0654243,32.71032217
3149,207,207,440,0,-116.0654966,32.71062983
3150,207,207,440,0,-116.0655229,32.7109461
3151,207,207,440,0,-116.0655496,32.71126112
3152,207,207,440,0,-116.0655022,32.71157452
3153,207,207,440,0,-116.0653876,32.71184879
3154,207,207,440,0,-116.0654712,32.71214257
3155,207,207,440,0,-116.0655903,32.71243754
3156,207,207,440,0,-116.0657635,32.71270549
3157,207,207,440,0,-116.0659356,32.71297456
3158,207,207,440,0,-116.0661098,32.71324331
3159,207,207,440,0,-116.0662225,32.71354047
3160,207,207,440,0,-116.0664068,32.71379626
3161,207,207,440,0,-116.0665514,32.71407165
3162,207,207,440,0,-116.0667131,32.71433633
3163,207,207,440,0,-116.0668363,32.71461764
3164,207,207,440,0,-116.0667786,32.71492254
3165,207,207,440,0,-116.0667738,32.7152252
3166,207,207,440,0,-116.0667873,32.71553365
3167,207,207,440,0,-116.0665948,32.71576923
3168,208,208,440,0,-116.0680751,32.71075822
3169,208,208,440,0,-116.0679195,32.71050416
3170,208,208,440,0,-116.0676708,32.71030457
3171,208,208,440,0,-116.0674666,32.71005836
3172,208,208,440,0,-116.067312,32.70978143
3173,208,208,440,0,-116.0673132,32.70946193
3174,208,208,440,0,-116.0673439,32.70914414
3175,208,208,440,0,-116.0673351,32.70882895
3176,209,209,440,0,-116.0681726,32.71979919
3177,209,209,440,0,-116.0679507,32.71989325
3178,210,210,450,0,-116.0560621,32.70379492
3179,210,210,450,0,-116.0558196,32.70358953
3180,210,210,450,0,-116.0560079,32.70349115
3181,210,210,450,0,-116.0562935,32.70356245
3182,211,211,450,0,-116.0514974,32.70762181
3183,211,211,450,0,-116.0513692,32.70783943
3184,213,213,450,0,-116.0635161,32.69159402
3185,213,213,450,0,-116.0633183,32.69153818
3186,214,214,450,0,-116.0654935,32.69168652
3187,214,214,450,0,-116.0652155,32.69181142
3188,214,214,450,0,-116.0649078,32.6918416
3189,214,214,450,0,-116.0646178,32.69176859
3190,214,214,450,0,-116.0643241,32.69164872
3191,214,214,450,0,-116.0640209,32.69157975
3192,214,214,450,0,-116.0637707,32.69146527
3193,214,214,450,0,-116.0636655,32.69117083
3194,214,214,450,0,-116.0634606,32.69125853
3195,214,214,450,0,-116.0634092,32.69094449
3196,214,214,450,0,-116.0633256,32.69063789
3197,214,214,450,0,-116.0632987,32.69031987
3198,214,214,450,0,-116.0632674,32.6901289
3199,214,214,450,0,-116.0630882,32.69031271
3200,214,214,450,0,-116.0630771,32.69061478
3201,214,214,450,0,-116.063037,32.69092863
3202,214,214,450,0,-116.0628926,32.69121239
3203,214,214,450,0,-116.0626808,32.69143948
3204,214,214,450,0,-116.0624736,32.69166904
3205,214,214,450,0,-116.0622734,32.69191147
3206,214,214,450,0,-116.0619655,32.69193962
3207,214,214,450,0,-116.0617162,32.69190924
3208,214,214,450,0,-116.0619384,32.69212852
3209,214,214,450,0,-116.0621778,32.69232945
3210,214,214,450,0,-116.0623999,32.69253779
3211,214,214,450,0,-116.0626811,32.69268514
3212,214,214,450,0,-116.062997,32.69273115
3213,214,214,450,0,-116.0633147,32.69276791
3214,214,214,450,0,-116.0634257,32.69302093
3215,214,214,450,0,-116.0633836,32.69331605
3216,214,214,450,0,-116.0632697,32.69355955
3217,214,214,450,0,-116.0631036,32.69381051
3218,214,214,450,0,-116.0628697,32.69402322
3219,214,214,450,0,-116.0626062,32.6941591
3220,214,214,450,0,-116.0624423,32.69443219
3221,214,214,450,0,-116.0622358,32.6946697
3222,214,214,450,0,-116.061974,32.69484409
3223,214,214,450,0,-116.0617342,32.69504312
3224,214,214,450,0,-116.0614295,32.69514127
3225,214,214,450,0,-116.0611633,32.69531476
3226,214,214,450,0,-116.0609261,32.69552865
3227,214,214,450,0,-116.0607121,32.69576575
3228,214,214,450,0,-116.0605554,32.69604236
3229,214,214,450,0,-116.0604245,32.69632086
3230,214,214,450,0,-116.0603143,32.69661381
3231,214,214,450,0,-116.0602638,32.69692301
3232,214,214,450,0,-116.0602814,32.69723765
3233,214,214,450,0,-116.0603838,32.69749553
3234,214,214,450,0,-116.0601305,32.69766787
3235,214,214,450,0,-116.0598274,32.6977709
3236,214,214,450,0,-116.059536,32.69789984
3237,214,214,450,0,-116.0592598,32.69805469
3238,214,214,450,0,-116.0590266,32.69827357
3239,214,214,450,0,-116.0587944,32.69848821
3240,214,214,450,0,-116.0585078,32.69861591
3241,214,214,450,0,-116.0582543,32.69875162
3242,214,214,450,0,-116.0581894,32.69896139
3243,214,214,450,0,-116.0578738,32.69898677
3244,214,214,450,0,-116.0576501,32.69890611
3245,214,214,450,0,-116.0574708,32.69884977
3246,214,214,450,0,-116.057188,32.69880469
3247,214,214,450,0,-116.0568949,32.69869151
3248,214,214,450,0,-116.0567021,32.6984426
3249,215,215,450,0,-116.056604,32.70289077
3250,215,215,450,0,-116.0563564,32.70271078
3251,215,215,450,0,-116.0564453,32.70242561
3252,215,215,450,0,-116.0567024,32.70224259
3253,215,215,450,0,-116.0568089,32.70195835
3254,215,215,450,0,-116.0568763,32.701671
3255,215,215,450,0,-116.0568882,32.70138198
3256,215,215,450,0,-116.0569379,32.70107675
3257,215,215,450,0,-116.0568735,32.70081251
3258,215,215,450,0,-116.0571602,32.70069766
3259,215,215,450,0,-116.0574633,32.70078709
3260,215,215,450,0,-116.057781,32.70081373
3261,215,215,450,0,-116.0580916,32.70073866
3262,215,215,450,0,-116.0583962,32.70065116
3263,215,215,450,0,-116.0587024,32.70056432
3264,215,215,450,0,-116.0589917,32.70042697
3265,215,215,450,0,-116.0592551,32.70024619
3266,215,215,450,0,-116.0595102,32.70005695
3267,215,215,450,0,-116.0598149,32.69997727
3268,215,215,450,0,-116.0601346,32.69997534
3269,215,215,450,0,-116.0604163,32.69986907
3270,215,215,450,0,-116.0602365,32.69962884
3271,215,215,450,0,-116.0600443,32.69938421
3272,215,215,450,0,-116.0601308,32.69912451
3273,215,215,450,0,-116.0603909,32.69894473
3274,215,215,450,0,-116.0605729,32.69870003
3275,215,215,450,0,-116.0608426,32.69853965
3276,215,215,450,0,-116.0611536,32.69846711
3277,215,215,450,0,-116.0614359,32.69831718
3278,215,215,450,0,-116.0616801,32.69813926
3279,215,215,450,0,-116.0618021,32.6978431
3280,215,215,450,0,-116.061935,32.69755221
3281,215,215,450,0,-116.0620983,32.69727717
3282,215,215,450,0,-116.0620577,32.69699306
3283,215,215,450,0,-116.0622504,32.6967384
3284,215,215,450,0,-116.0625277,32.69660614
3285,215,215,450,0,-116.0626604,32.69637156
3286,215,215,450,0,-116.0628511,32.6961806
3287,215,215,450,0,-116.0630661,32.69597253
3288,215,215,450,0,-116.0633264,32.69578799
3289,215,215,450,0,-116.063356,32.69556977
3290,215,215,450,0,-116.0635836,32.69535158
3291,215,215,450,0,-116.0638397,32.69515954
3292,215,215,450,0,-116.0639573,32.69489762
3293,215,215,450,0,-116.0641341,32.69464256
3294,215,215,450,0,-116.0643545,32.69441356
3295,215,215,450,0,-116.0646172,32.69423086
3296,215,215,450,0,-116.0646539,32.69401452
3297,215,215,450,0,-116.0647458,32.6937088
3298,215,215,450,0,-116.0649347,32.69345341
3299,215,215,450,0,-116.0651345,32.69320552
3300,215,215,450,0,-116.0653855,32.69301347
3301,215,215,450,0,-116.065554,32.69274256
3302,215,215,450,0,-116.0656546,32.69251862
3303,215,215,450,0,-116.0655007,32.69224245
3304,215,215,450,0,-116.0654737,32.69201245
3305,215,215,450,0,-116.0657464,32.69188044
3306,217,217,450,0,-116.06372,32.70662598
3307,217,217,450,0,-116.0639834,32.70646991
3308,217,217,450,0,-116.0642321,32.70627681
3309,217,217,450,0,-116.0642456,32.70610591
3310,217,217,450,0,-116.0639458,32.70604109
3311,218,218,450,0,-116.0633613,32.70820535
3312,218,218,450,0,-116.0635285,32.70842973
3313,218,218,450,0,-116.0638251,32.70853662
3314,218,218,450,0,-116.0640891,32.70869165
3315,218,218,450,0,-116.0643755,32.70882412
3316,218,218,450,0,-116.0645916,32.70901144
3317,218,218,450,0,-116.0647212,32.70924428
3318,218,218,450,0,-116.0649903,32.70940099
3319,218,218,450,0,-116.0650934,32.70970369
3320,218,218,450,0,-116.0650284,32.71000477
3321,218,218,450,0,-116.0651686,32.71027253
3322,218,218,450,0,-116.0652927,32.71055654
3323,218,218,450,0,-116.0653159,32.71087309
3324,218,218,450,0,-116.0653768,32.71118379
3325,218,218,450,0,-116.0653774,32.71149512
3326,218,218,450,0,-116.065219,32.71176309
3327,218,218,450,0,-116.0652409,32.71207665
3328,218,218,450,0,-116.0653899,32.71235739
3329,218,218,450,0,-116.0655504,32.71262996
3330,218,218,450,0,-116.0657318,32.71289334
3331,218,218,450,0,-116.0659021,32.71316253
3332,218,218,450,0,-116.066058,32.71343807
3333,218,218,450,0,-116.0661748,32.71373223
3334,218,218,450,0,-116.0663722,32.71397245
3335,218,218,450,0,-116.0664326,32.71426637
3336,218,218,450,0,-116.0665005,32.71455114
3337,218,218,450,0,-116.066658,32.71478466
3338,218,218,450,0,-116.0665927,32.71508544
3339,218,218,450,0,-116.0665683,32.71536227
3340,218,218,450,0,-116.0665037,32.71564876
3341,220,220,450,0,-116.0670944,32.70798398
3342,220,220,450,0,-116.0667864,32.70790991
3343,220,220,450,0,-116.0664939,32.70779228
3344,220,220,450,0,-116.0663025,32.7076148
3345,220,220,450,0,-116.0665359,32.70740063
3346,220,220,450,0,-116.0667637,32.70718076
3347,220,220,450,0,-116.0667224,32.70692782
3348,220,220,450,0,-116.0665437,32.70666455
3349,220,220,450,0,-116.0666014,32.70642182
3350,220,220,450,0,-116.0669192,32.70642284
3351,220,220,450,0,-116.0672382,32.70639547
3352,220,220,450,0,-116.067498,32.70623631
3353,220,220,450,0,-116.0677003,32.70600747
3354,220,220,450,0,-116.0679023,32.70576954
3355,220,220,450,0,-116.0678911,32.70557413
3356,220,220,450,0,-116.0676027,32.70554058
3357,220,220,450,0,-116.0673161,32.70565271
3358,220,220,450,0,-116.0670242,32.7057688
3359,220,220,450,0,-116.0667369,32.70587978
3360,220,220,450,0,-116.0665611,32.70577348
3361,220,220,450,0,-116.0662424,32.70577384
3362,220,220,450,0,-116.0659559,32.70565024
3363,220,220,450,0,-116.0658048,32.70584825
3364,220,220,450,0,-116.0656108,32.70607185
3365,220,220,450,0,-116.0655217,32.70637888
3366,220,220,450,0,-116.0655433,32.70669617
3367,220,220,450,0,-116.0654245,32.70698758
3368,220,220,450,0,-116.0651473,32.70713141
3369,220,220,450,0,-116.0648425,32.70722634
3370,220,220,450,0,-116.0646021,32.70743214
3371,220,220,450,0,-116.0643184,32.70754829
3372,220,220,450,0,-116.0641094,32.70757371
3373,220,220,450,0,-116.0641326,32.70783413
3374,220,220,450,0,-116.0638238,32.70788935
3375,220,220,450,0,-116.0636568,32.70777588
3376,220,220,450,0,-116.0636962,32.70761433
3377,220,220,450,0,-116.0635278,32.70735483
3378,221,221,450,0,-116.0680632,32.71046782
3379,221,221,450,0,-116.0678107,32.71027219
3380,221,221,450,0,-116.0675996,32.71003342
3381,221,221,450,0,-116.067432,32.70976295
3382,221,221,450,0,-116.0674465,32.70944559
3383,221,221,450,0,-116.06749,32.7091311
3384,223,223,460,0,-116.0642825,32.68937906
3385,223,223,460,0,-116.0644439,32.68930522
3386,223,223,460,0,-116.0645895,32.6890671
3387,223,223,460,0,-116.0644834,32.68909262
3388,224,224,460,0,-116.065686,32.69215518
3389,225,225,460,0,-116.0619807,32.6924032
3390,225,225,460,0,-116.062234,32.69259839
3391,225,225,460,0,-116.0625176,32.6927259
3392,225,225,460,0,-116.0628198,32.69281751
3393,225,225,460,0,-116.0631345,32.69285711
3394,225,225,460,0,-116.0633324,32.69304632
3395,225,225,460,0,-116.0632976,32.69335004
3396,225,225,460,0,-116.0631367,32.69357749
3397,225,225,460,0,-116.0629508,32.6938332
3398,225,225,460,0,-116.0626493,32.69389745
3399,225,225,460,0,-116.0624479,32.69412062
3400,225,225,460,0,-116.0622185,32.69434229
3401,225,225,460,0,-116.0619805,32.69455476
3402,225,225,460,0,-116.0617617,32.69478193
3403,225,225,460,0,-116.0614816,32.6949272
3404,225,225,460,0,-116.0612029,32.69508276
3405,225,225,460,0,-116.0609515,32.69527198
3406,225,225,460,0,-116.0607482,32.69551715
3407,225,225,460,0,-116.0605545,32.69577123
3408,225,225,460,0,-116.0603941,32.69604665
3409,225,225,460,0,-116.0602537,32.69633076
3410,225,225,460,0,-116.0601681,32.69663052
3411,225,225,460,0,-116.0601221,32.69693443
3412,225,225,460,0,-116.0600903,32.6972312
3413,225,225,460,0,-116.0601438,32.69753856
3414,225,225,460,0,-116.0598467,32.69764521
3415,225,225,460,0,-116.0595489,32.69776105
3416,225,225,460,0,-116.0592702,32.69791642
3417,225,225,460,0,-116.0590171,32.69811037
3418,225,225,460,0,-116.058787,32.69833068
3419,225,225,460,0,-116.0584964,32.69842969
3420,225,225,460,0,-116.0581884,32.69850871
3421,225,225,460,0,-116.057895,32.69860917
3422,225,225,460,0,-116.0575749,32.69861508
3423,225,225,460,0,-116.0572557,32.6986089
3424,225,225,460,0,-116.0569616,32.69855456
3425,226,226,460,0,-116.0567702,32.70262445
3426,226,226,460,0,-116.0568265,32.70239081
3427,226,226,460,0,-116.0569347,32.7021309
3428,226,226,460,0,-116.0570636,32.70186242
3429,226,226,460,0,-116.0570129,32.70158332
3430,226,226,460,0,-116.0571318,32.70129684
3431,226,226,460,0,-116.057259,32.70100699
3432,226,226,460,0,-116.0575547,32.70093139
3433,226,226,460,0,-116.0578747,32.70092807
3434,226,226,460,0,-116.0581766,32.70082597
3435,226,226,460,0,-116.0584806,32.70074846
3436,226,226,460,0,-116.0587795,32.70064435
3437,226,226,460,0,-116.0590723,32.7005164
3438,226,226,460,0,-116.0593321,32.7003314
3439,226,226,460,0,-116.0595774,32.70012966
3440,226,226,460,0,-116.0598943,32.7000937
3441,226,226,460,0,-116.0602134,32.70010021
3442,226,226,460,0,-116.0605307,32.70005969
3443,226,226,460,0,-116.0607613,32.69992828
3444,226,226,460,0,-116.0605446,32.69970628
3445,226,226,460,0,-116.0603108,32.69949405
3446,226,226,460,0,-116.0602152,32.6992125
3447,226,226,460,0,-116.0604938,32.699065
3448,226,226,460,0,-116.0607083,32.69884897
3449,226,226,460,0,-116.0609216,32.69862408
3450,226,226,460,0,-116.0612259,32.69852631
3451,226,226,460,0,-116.0615197,32.69841653
3452,226,226,460,0,-116.0617834,32.6982668
3453,226,226,460,0,-116.0619036,32.69797029
3454,226,226,460,0,-116.0620164,32.69767053
3455,226,226,460,0,-116.0621895,32.69740283
3456,226,226,460,0,-116.0624276,32.69719673
3457,226,226,460,0,-116.0622526,32.6970384
3458,226,226,460,0,-116.0624678,32.69682376
3459,226,226,460,0,-116.0627822,32.69677059
3460,226,226,460,0,-116.0629752,32.69658314
3461,226,226,460,0,-116.0630297,32.69629251
3462,226,226,460,0,-116.0632397,32.69609543
3463,226,226,460,0,-116.0634765,32.69600147
3464,226,226,460,0,-116.0635267,32.69576423
3465,226,226,460,0,-116.063617,32.69549467
3466,226,226,460,0,-116.0638922,32.69533213
3467,226,226,460,0,-116.0641343,32.69512418
3468,226,226,460,0,-116.06422,32.69484431
3469,226,226,460,0,-116.0644441,32.69461593
3470,226,226,460,0,-116.0646948,32.69442224
3471,226,226,460,0,-116.0649579,32.69424145
3472,226,226,460,0,-116.0648759,32.69395435
3473,226,226,460,0,-116.0649684,32.69365839
3474,226,226,460,0,-116.0651434,32.69339037
3475,226,226,460,0,-116.0653854,32.69318183
3476,226,226,460,0,-116.0656,32.69294692
3477,226,226,460,0,-116.0658282,32.69273636
3478,227,227,460,0,-116.0820013,32.70096127
3479,227,227,460,0,-116.0819927,32.7006415
3480,227,227,460,0,-116.0819371,32.7003884
3481,227,227,460,0,-116.0817399,32.70017366
3482,227,227,460,0,-116.0816866,32.70034203
3483,227,227,460,0,-116.0816454,32.70065413
