OBJECTID,ORIG_FID,Shape_Length,Z,Longitude,Latitude
1029,32,0,250.0309708,-116.0215655,32.72112556
1030,32,0,250.0169835,-116.0215096,32.72103492
1031,32,0,249.993336,-116.0214632,32.72093962
1032,32,0,250.0002961,-116.0214388,32.72083565
1033,32,0,249.9976533,-116.0214463,32.72073426
1034,32,0,249.996638,-116.0214279,32.72064262
1035,32,0,249.9228184,-116.0214663,32.72058743
1036,32,0,250.0956526,-116.0215626,32.72054553
1037,32,0,250.0518391,-116.0216434,32.72048292
1038,32,0,250.0002373,-116.0217483,32.7204631
1039,32,0,250.0615605,-116.02185,32.72045093
1040,32,0,249.9655278,-116.021837,32.72035395
1041,32,0,250.0630176,-116.0217951,32.72026165
1042,32,0,250.0584171,-116.0216948,32.72025399
1043,32,0,250.0020129,-116.0215892,32.72026958
1044,32,0,249.9924549,-116.0214839,32.72027304
1045,32,0,250.0220363,-116.0213786,32.72027201
1046,32,0,250.0048769,-116.0212842,32.72031827
1047,32,0,250.0022785,-116.02119,32.72036844
1048,32,0,249.996823,-116.0210941,32.72041488
1049,32,0,249.9589584,-116.0210034,32.72047051
1050,32,0,250.0008433,-116.0209156,32.72052919
1051,32,0,249.9905048,-116.0208162,32.7205628
1052,32,0,250.001369,-116.0207112,32.72055398
1053,32,0,249.9999666,-116.0206052,32.72055911
1054,32,0,249.9997943,-116.0205084,32.72051529
1055,32,0,250.0000086,-116.0204151,32.72046328
1056,32,0,250.0003305,-116.0203223,32.72041041
1057,32,0,250.0003297,-116.0202348,32.7203491
1058,32,0,250.0009682,-116.0201617,32.72027629
1059,32,0,250.0000006,-116.0201385,32.72017322
1060,32,0,250.0020461,-116.0201753,32.72007807
1061,32,0,250.003273,-116.0201813,32.71997756
1062,32,0,249.9988722,-116.0201372,32.71988318
1063,32,0,249.9985122,-116.020162,32.71979995
1064,32,0,249.9678137,-116.0202014,32.71970806
1065,32,0,249.9850414,-116.0201603,32.7196203
1066,32,0,249.9997504,-116.0201333,32.71953899
1067,32,0,249.9990206,-116.0201863,32.71944662
1068,32,0,249.9998192,-116.0202689,32.71938724
1069,32,0,249.9996952,-116.0203715,32.71935783
1070,32,0,249.9988836,-116.020469,32.71931509
1071,32,0,250.000272,-116.020454,32.71922368
1072,32,0,250,-116.020463,32.71911867
1073,32,0,249.9996482,-116.0205207,32.71902971
1074,32,0,250.0004663,-116.0204319,32.71897591
1075,32,0,250.0168132,-116.0203572,32.71891078
1076,32,0,249.9957517,-116.0203207,32.71883217
1077,32,0,249.9952781,-116.0203931,32.7187945
1078,32,0,250.004986,-116.0203729,32.71869848
1079,32,0,249.9999284,-116.0203362,32.71861153
1080,32,0,249.9758717,-116.0203941,32.71853547
1081,32,0,250.0011701,-116.0204989,32.71851457
1082,32,0,249.9971639,-116.0206048,32.71850091
1083,32,0,249.9938554,-116.0207105,32.71848637
1084,32,0,250.0004439,-116.0208168,32.71847505
1085,32,0,249.999259,-116.0209205,32.71845628
1086,32,0,249.99237,-116.021021,32.71843009
1087,32,0,249.9888537,-116.0211238,32.71840199
1088,32,0,249.9945657,-116.0211992,32.71834755
1089,32,0,250.0024641,-116.0212336,32.71825092
1090,32,0,250.0619924,-116.0212886,32.71827054
1091,32,0,249.9269796,-116.0213684,32.71831115
1092,32,0,250.0399648,-116.021396,32.71840642
1093,32,0,249.9792421,-116.0214909,32.7184523
1094,32,0,250.0686937,-116.0215834,32.71850438
1095,32,0,250.0387268,-116.0216866,32.71853109
1096,32,0,250.0374033,-116.0217906,32.71855464
1097,32,0,249.9948926,-116.0218938,32.71853375
1098,32,0,249.9972466,-116.0219987,32.7185139
1099,32,0,250.0293791,-116.0221039,32.71849701
1100,32,0,250.0661277,-116.0221977,32.71845072
1101,32,0,249.9939079,-116.0222988,32.71841931
1102,32,0,250.0006148,-116.0224051,32.71840884
1103,32,0,249.9925099,-116.0225113,32.7183978
1104,32,0,250,-116.022603,32.71837963
1105,33,0,179.997248,-116.0041292,32.72556446
1106,33,0,179.9990833,-116.0041154,32.72548065
1107,33,0,179.9969437,-116.0040175,32.7254378
1108,33,0,179.9976436,-116.0039582,32.72535529
1109,33,0,180.0104625,-116.0038836,32.72528661
1110,33,0,179.9929455,-116.0037806,32.72526037
1111,33,0,179.9973279,-116.0036985,32.7252211
1112,33,0,180.0018743,-116.0037183,32.72512241
1113,33,0,180.0161519,-116.0036839,32.7250216
1114,33,0,179.9916831,-116.0036731,32.7249255
1115,33,0,179.9975936,-116.0036973,32.72482821
1116,33,0,180.0003142,-116.0036848,32.72472286
1117,33,0,179.9955163,-116.0036846,32.7246161
1118,33,0,180.0004465,-116.0037352,32.72452893
1119,33,0,180.0021914,-116.0037673,32.72443996
1120,33,0,179.9931294,-116.0037689,32.72433383
1121,33,0,180.00584,-116.003735,32.72423903
1122,33,0,179.9987164,-116.0036672,32.72416878
1123,33,0,180.0072934,-116.0036156,32.72408466
1124,33,0,180.0044897,-116.0035793,32.72398856
1125,33,0,180.0025115,-116.0035207,32.72389969
1126,33,0,179.9996485,-116.0035196,32.7238022
1127,33,0,179.9999132,-116.003562,32.72370535
1128,33,0,180.0018116,-116.0035206,32.72363057
1129,33,0,179.9979263,-116.0034375,32.72356771
1130,33,0,179.9998276,-116.0033884,32.7234728
1131,33,0,179.9972013,-116.0034475,32.72338463
1132,33,0,179.986891,-116.0034624,32.72328213
1133,33,0,179.9996405,-116.0035635,32.72324825
1134,33,0,179.9463243,-116.0036408,32.72317927
1135,33,0,180.0492339,-116.0037308,32.72312728
1136,33,0,180.0132557,-116.0038356,32.7231091
1137,33,0,179.9945925,-116.0038321,32.723026
1138,33,0,179.9928893,-116.0037709,32.72293926
1139,33,0,179.9997607,-116.0036913,32.72286811
1140,33,0,179.9972827,-116.0036056,32.7228046
1141,33,0,179.9930692,-116.0035522,32.72271337
1142,33,0,180.0058641,-116.0034835,32.72263305
1143,33,0,180.000193,-116.0033832,32.72259676
1144,33,0,179.9961542,-116.003278,32.72257787
1145,33,0,179.9982162,-116.0031897,32.72253396
1146,33,0,180.0013499,-116.0031829,32.72242838
1147,33,0,180.0046736,-116.0031334,32.72233964
1148,33,0,180.0000879,-116.0030539,32.72227079
1149,33,0,180.0005347,-116.0029624,32.72222072
1150,33,0,179.9958264,-116.0028817,32.72215895
1151,33,0,180.0035385,-116.0028818,32.72206553
1152,33,0,180.0017679,-116.0029263,32.72197639
1153,33,0,179.9998288,-116.0028641,32.72189109
1154,33,0,179.9997053,-116.0027989,32.7218072
1155,33,0,179.9999272,-116.0027479,32.72171334
1156,33,0,180.0009279,-116.0027385,32.72160703
1157,33,0,179.996735,-116.0027162,32.72150254
1158,33,0,179.9985847,-116.0026686,32.72141226
1159,33,0,179.9996591,-116.002581,32.72135169
1160,33,0,180.002066,-116.0025746,32.72125567
1161,33,0,180.0000473,-116.0025466,32.72115269
1162,33,0,179.9958823,-116.002514,32.72105122
1163,33,0,180.0003267,-116.0024517,32.72096578
1164,33,0,179.997337,-116.0024273,32.72086245
1165,33,0,179.9993752,-116.0024447,32.7207579
1166,33,0,179.9999987,-116.0024804,32.72065733
1167,33,0,180.0000181,-116.0024796,32.72055613
1168,33,0,179.9993413,-116.0024713,32.72045367
1169,33,0,179.9990662,-116.0024493,32.7203544
1170,33,0,179.9999646,-116.0024761,32.72026076
1171,33,0,179.9993658,-116.0024468,32.72017737
1172,33,0,179.9997784,-116.0024348,32.72008592
1173,33,0,180.00065,-116.0024702,32.71998505
1174,33,0,180.0013495,-116.0024479,32.71988712
1175,33,0,180.0019366,-116.0023854,32.7198008
1176,33,0,179.9943392,-116.0023447,32.71970269
1177,33,0,180.0034006,-116.0023526,32.71959723
1178,33,0,180.0006563,-116.0022787,32.71952932
1179,33,0,179.9972848,-116.002215,32.71946155
1180,33,0,180.0002039,-116.0022197,32.71935526
1181,33,0,180.0000714,-116.0021775,32.7192643
1182,33,0,179.9976614,-116.0021418,32.71917615
1183,33,0,180.0000923,-116.0021653,32.71907293
1184,33,0,179.9944468,-116.0021663,32.71896729
1185,33,0,179.994615,-116.0021887,32.71886418
1186,33,0,179.9932801,-116.002196,32.71876044
1187,33,0,179.9989775,-116.0021446,32.71867027
1188,33,0,179.9905428,-116.0021981,32.7185888
1189,33,0,180.0069523,-116.0022601,32.71853693
1190,33,0,179.9996189,-116.0022608,32.71843617
1191,33,0,179.9973165,-116.0022918,32.71833652
1192,33,0,179.9880079,-116.0022992,32.71823093
1193,33,0,180.0011004,-116.0022917,32.71812955
1194,33,0,180.0022089,-116.0023094,32.71802871
1195,33,0,180.0011198,-116.0023694,32.71794389
1196,33,0,179.9998864,-116.002357,32.71786561
1197,33,0,180.009472,-116.0022719,32.71780886
1198,33,0,180.0218567,-116.0021671,32.71779805
1199,33,0,179.9730603,-116.0020759,32.71774588
1200,33,0,180.0002903,-116.0021429,32.71768502
1201,33,0,180.0310784,-116.0022169,32.71761876
1202,33,0,180.0187697,-116.0022964,32.71755352
1203,33,0,179.9205949,-116.0022383,32.7175152
1204,33,0,180.0488159,-116.0021365,32.71750813
1205,33,0,179.9975934,-116.0020621,32.71749823
1206,33,0,179.9749249,-116.0020033,32.71758477
1207,33,0,179.9822828,-116.0019137,32.71764094
1208,33,0,179.99959,-116.0018175,32.71768307
1209,33,0,179.9621428,-116.0017269,32.71773661
1210,33,0,179.9964083,-116.0016221,32.717751
1211,33,0,179.9629535,-116.0015161,32.71773941
1212,33,0,179.9911963,-116.0014215,32.71769248
1213,33,0,180.004177,-116.0013171,32.71766994
1214,33,0,179.9928642,-116.0012146,32.7176443
1215,33,0,180.0181315,-116.001258,32.71756713
1216,33,0,180.0035124,-116.0012089,32.71751845
1217,33,0,180.001017,-116.0011088,32.71749236
1218,33,0,180.0019863,-116.0010154,32.71744254
1219,33,0,179.9983967,-116.0009107,32.71742482
1220,33,0,180.0006233,-116.0008043,32.71741404
1221,33,0,179.9998863,-116.0006975,32.7174129
1222,33,0,180.0022584,-116.0005914,32.71739966
1223,33,0,180.0023752,-116.0004852,32.71738844
1224,33,0,179.9972292,-116.0003802,32.71737337
1225,33,0,179.9976932,-116.0003415,32.71729139
1226,33,0,179.9995341,-116.0003255,32.71718595
1227,33,0,180.0002703,-116.0003003,32.71708287
1228,33,0,179.9910578,-116.0003808,32.7170143
1229,33,0,180.0073543,-116.0004531,32.71696706
1230,33,0,179.9980808,-116.0005592,32.71697087
1231,33,0,179.9865563,-116.0006657,32.71696452
1232,33,0,179.9882985,-116.0007562,32.71691703
1233,33,0,179.9953042,-116.0008375,32.71684773
1234,33,0,179.9967225,-116.0009007,32.71676315
1235,33,0,180.0054204,-116.0009533,32.71667146
1236,33,0,179.9997771,-116.0010015,32.71657794
1237,33,0,179.990814,-116.0010678,32.7165066
1238,33,0,180.0229594,-116.0011667,32.7164675
1239,33,0,179.9906321,-116.0012508,32.71640348
1240,33,0,179.4273826,-116.0012927,32.71638527
1241,34,0,240.0000003,-116.0268981,32.72580259
1242,34,0,240.0271837,-116.0268136,32.72586744
1243,34,0,239.9969893,-116.0267101,32.72589012
1244,34,0,240.0226164,-116.0266038,32.72590155
1245,34,0,239.9550033,-116.0264981,32.72590986
1246,34,0,239.9836836,-116.0263938,32.7258902
1247,34,0,240.0302403,-116.0263022,32.72590687
1248,34,0,239.9940624,-116.0262059,32.72594874
1249,34,0,240.0283123,-116.0261003,32.72595113
1250,34,0,239.9978627,-116.0259979,32.72597291
1251,34,0,240.0057694,-116.0258935,32.72599321
1252,34,0,239.9999698,-116.0257871,32.72600372
1253,34,0,240.0013063,-116.025681,32.72601613
1254,34,0,240.0014266,-116.0255748,32.7260283
1255,34,0,240.0168594,-116.0254685,32.726039
1256,34,0,239.9868125,-116.0253635,32.72605456
1257,34,0,240.0075741,-116.0252585,32.72607175
1258,34,0,240.0138836,-116.0251518,32.72607139
1259,34,0,239.988999,-116.0250451,32.72606787
1260,34,0,240.0149713,-116.0249825,32.7259839
1261,34,0,239.9996391,-116.0249789,32.72587876
1262,34,0,239.9986301,-116.024991,32.72577274
1263,34,0,239.9921297,-116.0250157,32.72566879
1264,34,0,239.9997052,-116.025045,32.72556661
1265,34,0,240.0024217,-116.0250708,32.7254651
1266,34,0,240.0105762,-116.0250739,32.72535835
1267,34,0,240.0004856,-116.0250728,32.72525149
1268,34,0,239.9988119,-116.0250675,32.72514473
1269,34,0,240.0004426,-116.0250669,32.72503786
1270,34,0,240.0034117,-116.02506,32.72493119
1271,34,0,240.0003981,-116.0250477,32.72482519
1272,34,0,240.0022802,-116.0250239,32.72472122
1273,34,0,239.9955621,-116.0250017,32.72461953
1274,34,0,239.9820462,-116.0249683,32.72452135
1275,34,0,240.0039327,-116.0248968,32.7244428
1276,34,0,240.0071912,-116.0248223,32.72437301
1277,34,0,239.9991324,-116.024728,32.72436721
1278,34,0,240.0007963,-116.0246523,32.72435152
1279,34,0,240.0255261,-116.024575,32.72428292
1280,34,0,240,-116.02449,32.72426407
1281,34,0,240.0118709,-116.0244389,32.72417794
1282,34,0,240.1902309,-116.0243902,32.72410403
1283,34,0,239.9960897,-116.0243959,32.72399773
1284,34,0,240.009067,-116.0244469,32.72391167
1285,34,0,240.0045719,-116.0245216,32.7238385
1286,34,0,240.1025286,-116.024614,32.72378575
1287,34,0,239.9999256,-116.0246594,32.7237037
1288,34,0,240.003492,-116.0246752,32.72360021
1289,34,0,239.9738105,-116.0247115,32.72350014
1290,34,0,239.9945414,-116.0247863,32.72343428
1291,34,0,240.0853537,-116.0248855,32.72339475
1292,34,0,240.1397297,-116.0248789,32.72330662
1293,34,0,239.9858302,-116.0248575,32.72320238
1294,34,0,240.0116077,-116.0248107,32.72310816
1295,34,0,239.9968192,-116.0247724,32.72300875
1296,34,0,240.1284736,-116.0247932,32.72290448
1297,34,0,239.7766428,-116.0247501,32.72289213
1298,34,0,240.0579736,-116.0246924,32.72297079
1299,34,0,240.1014626,-116.0247075,32.72305132
1300,34,0,240.0407804,-116.0247269,32.72315247
1301,34,0,239.9802154,-116.0247269,32.72325887
1302,34,0,239.9998741,-116.0246644,32.723334
1303,34,0,240.0052386,-116.0245683,32.72337924
1304,34,0,239.9948976,-116.0245172,32.72347277
1305,34,0,240.0052352,-116.0244431,32.72350873
1306,34,0,240.0435888,-116.0243605,32.7235375
1307,34,0,240.0022606,-116.0243244,32.72363748
1308,34,0,239.9764563,-116.0242578,32.72371714
1309,34,0,239.9800255,-116.024223,32.72381734
1310,34,0,239.9669384,-116.0242027,32.72392214
1311,34,0,239.9091341,-116.0241538,32.72401561
1312,34,0,240.0120673,-116.0240695,32.7240731
1313,34,0,239.999507,-116.0239734,32.72411988
1314,34,0,240.0039673,-116.0239181,32.72421084
1315,34,0,239.947469,-116.0238994,32.72431558
1316,34,0,240.0360661,-116.0238955,32.72442152
1317,34,0,240.1443514,-116.0239091,32.72452559
1318,34,0,239.794181,-116.0239654,32.72461431
1319,34,0,239.9924212,-116.0239767,32.72470022
1320,34,0,239.9997401,-116.0238908,32.7247618
1321,34,0,239.9999503,-116.0237965,32.72481203
1322,34,0,239.9998216,-116.0236989,32.72485247
1323,34,0,239.9955953,-116.0235938,32.72487121
1324,34,0,239.9747284,-116.0234876,32.72488248
1325,34,0,239.9999428,-116.0233847,32.72490904
1326,34,0,240.0033446,-116.0232825,32.7249403
1327,34,0,240.0014,-116.0231865,32.7249872
1328,34,0,240.0186291,-116.0230897,32.72503271
1329,34,0,240.00115,-116.0230031,32.72509516
1330,34,0,240.003888,-116.0229241,32.72516649
1331,34,0,239.9999955,-116.0228401,32.72523212
1332,34,0,240.0020344,-116.0227381,32.72522653
1333,34,0,239.9852718,-116.022656,32.72515967
1334,34,0,240.0065356,-116.0226335,32.72506381
1335,34,0,240.0016392,-116.022688,32.72497563
1336,34,0,240.0256895,-116.0227447,32.7248858
1337,34,0,239.9984949,-116.0227838,32.72478653
1338,34,0,239.9891139,-116.0228332,32.72469199
1339,34,0,240.0106784,-116.0228938,32.72460398
1340,34,0,239.9916645,-116.0229105,32.72450196
1341,34,0,240.0046921,-116.0229229,32.72439589
1342,34,0,239.9909649,-116.0229016,32.72429117
1343,34,0,240.0068369,-116.0228801,32.72418685
1344,34,0,240.0000434,-116.0228458,32.72408561
1345,34,0,239.9880801,-116.0228028,32.72398818
1346,34,0,239.9808441,-116.0227521,32.7238977
1347,34,0,240.0000663,-116.022747,32.72379137
1348,34,0,240.0760274,-116.0226994,32.72376039
1349,34,0,240.0136716,-116.0226056,32.72379859
1350,34,0,239.999407,-116.0225167,32.72385651
1351,34,0,240.0915489,-116.0224206,32.72390311
1352,34,0,239.9484691,-116.0223374,32.72396611
1353,34,0,240.0325901,-116.0222357,32.72397141
1354,34,0,239.9996014,-116.0221322,32.72394569
1355,34,0,239.9980569,-116.0220343,32.72390414
1356,34,0,239.9905368,-116.0219358,32.72386696
1357,34,0,239.9991432,-116.0218344,32.72383469
1358,34,0,240.0012963,-116.0217365,32.72379176
1359,34,0,239.9849046,-116.0216351,32.72375899
1360,34,0,239.9939181,-116.0215293,32.7237458
1361,34,0,240.0331823,-116.0214626,32.72366783
1362,34,0,239.9999871,-116.0214794,32.7235644
1363,34,0,240.0163238,-116.0215219,32.72346633
1364,34,0,239.9987813,-116.0215457,32.72336219
1365,34,0,240.000018,-116.0215693,32.72325825
1366,34,0,240.0188394,-116.0216136,32.72316259
1367,34,0,239.9473348,-116.02166,32.72306696
1368,34,0,239.9938175,-116.0217081,32.72297214
1369,34,0,240.0374446,-116.0217482,32.72287606
1370,34,0,240.0218411,-116.021721,32.7227869
1371,34,0,239.9821619,-116.0216715,32.72270132
1372,34,0,239.9977766,-116.0216625,32.72259635
1373,34,0,239.989406,-116.021664,32.72249366
1374,34,0,240.0282537,-116.0216353,32.72241197
1375,34,0,239.9632007,-116.0215441,32.72245597
1376,34,0,239.8872188,-116.0214626,32.72251899
1377,34,0,239.9974622,-116.0213884,32.72259398
1378,34,0,239.999984,-116.0213414,32.72268675
1379,34,0,239.9876324,-116.0212728,32.72260641
1380,34,0,239.9923105,-116.021212,32.72253802
1381,34,0,240.0055394,-116.0211059,32.72253514
1382,34,0,239.9987573,-116.0210043,32.7225616
1383,34,0,239.9996548,-116.0209048,32.72260072
1384,34,0,240.0115579,-116.0208088,32.72264696
1385,34,0,239.9669148,-116.0207206,32.72270562
1386,34,0,239.9667953,-116.0206226,32.72271177
1387,34,0,240.019674,-116.0205884,32.72261413
1388,34,0,240.0058235,-116.0205743,32.7225084
1389,34,0,239.9940779,-116.0205695,32.72240188
1390,34,0,239.9983267,-116.020576,32.72229522
1391,34,0,240.0111487,-116.0205917,32.72218958
1392,34,0,240.0000699,-116.0206024,32.72208325
1393,34,0,240.0016384,-116.0206388,32.72198361
1394,34,0,240.0179008,-116.0206267,32.72187748
1395,34,0,239.9917393,-116.0206184,32.7217712
1396,34,0,239.9985238,-116.0206189,32.72166442
1397,34,0,240.0008804,-116.0206468,32.72156452
1398,34,0,239.9993468,-116.0207117,32.72148272
1399,34,0,239.9963008,-116.020796,32.72141908
1400,34,0,239.9955875,-116.0208945,32.72137786
1401,34,0,240.0033731,-116.020993,32.72134181
1402,34,0,239.9941843,-116.0209294,32.7212589
1403,34,0,240.0176243,-116.0208449,32.72120876
1404,34,0,239.9783941,-116.0207486,32.72117643
1405,34,0,239.9909916,-116.0207839,32.72109323
1406,34,0,239.9845271,-116.0208409,32.72100441
1407,34,0,240.0243606,-116.0209131,32.72093199
1408,34,0,240.0080549,-116.0210027,32.72087736
1409,34,0,239.9622409,-116.0210463,32.72078443
1410,34,0,239.9607784,-116.0209543,32.72076482
1411,34,0,240.1086029,-116.0208584,32.72080693
1412,34,0,240.0556401,-116.0207609,32.72084882
1413,34,0,240.0224435,-116.020671,32.72090374
1414,34,0,240.1151563,-116.020577,32.7209536
1415,34,0,240.001816,-116.0205088,32.72103572
1416,34,0,240.00067,-116.0204341,32.72111056
1417,34,0,240.0361739,-116.0203451,32.72116285
1418,34,0,240.0166062,-116.0202417,32.72117727
1419,34,0,239.9999421,-116.0201399,32.72120911
1420,34,0,239.9847895,-116.0200357,32.72123029
1421,34,0,239.9884883,-116.0199346,32.72126437
1422,34,0,240.00052,-116.0198374,32.72130845
1423,34,0,240.0079685,-116.0197384,32.72134879
1424,34,0,239.9919217,-116.0196349,32.72136432
1425,34,0,239.9992491,-116.0195319,32.72133855
1426,34,0,240.0038598,-116.019443,32.72128262
1427,34,0,239.994244,-116.0193816,32.72119534
1428,34,0,239.9992686,-116.0193409,32.72109804
1429,34,0,240.0005241,-116.0193106,32.72099553
1430,34,0,240.0117439,-116.0193198,32.72089125
1431,34,0,239.9937681,-116.01928,32.72079382
1432,34,0,240.0004579,-116.0192555,32.72069022
1433,34,0,239.9914316,-116.0192706,32.72058693
1434,34,0,239.9953616,-116.0192207,32.72049282
1435,34,0,239.9949168,-116.0191837,32.72039283
1436,34,0,240.0043707,-116.0191599,32.72028864
1437,34,0,239.9998213,-116.0191232,32.72018864
1438,34,0,240.0221795,-116.0190517,32.72011734
1439,34,0,239.9878945,-116.0189466,32.72010768
1440,34,0,240.0005278,-116.0188446,32.72007607
1441,34,0,239.999441,-116.0187742,32.72000341
1442,34,0,240.0007792,-116.018725,32.71990947
1443,34,0,239.9994525,-116.0187145,32.71981253
1444,34,0,240.0020206,-116.0187719,32.71972618
1445,34,0,240.0107991,-116.0188602,32.71966632
1446,34,0,239.9950729,-116.0189556,32.71961939
1447,34,0,240.0072281,-116.0190299,32.71957222
1448,34,0,240.0060781,-116.0189405,32.71951609
1449,34,0,240.027715,-116.01896,32.71942854
1450,34,0,239.9974234,-116.0189075,32.71936385
1451,34,0,240.021784,-116.0188028,32.71936813
1452,34,0,240.0008076,-116.0187092,32.71939429
1453,34,0,239.996751,-116.0186461,32.71931236
1454,34,0,239.9978194,-116.0186282,32.71920711
1455,34,0,239.9996056,-116.018609,32.71910363
1456,34,0,239.9988423,-116.0186131,32.71899901
1457,34,0,240.0007816,-116.0186123,32.71890677
1458,34,0,240.0017258,-116.0186525,32.71881051
1459,34,0,239.9999942,-116.0186597,32.71870393
1460,34,0,239.9978637,-116.0187137,32.7186243
1461,34,0,239.9996263,-116.0187971,32.71856008
1462,34,0,240.0203769,-116.0188628,32.7184788
1463,34,0,239.9996749,-116.0189355,32.71840889
1464,34,0,240.030517,-116.0190334,32.71837514
1465,34,0,239.9958453,-116.018944,32.71831959
1466,34,0,239.999869,-116.0188423,32.71828925
1467,34,0,240.0040447,-116.0187654,32.71821539
1468,34,0,240.0073505,-116.0187401,32.71811525
1469,34,0,240.0002255,-116.0187466,32.71800959
1470,34,0,240.0108999,-116.0187752,32.71790715
1471,34,0,240.0076322,-116.0188392,32.71782883
1472,34,0,239.9985731,-116.0187986,32.71774133
1473,34,0,240,-116.0187972,32.71773148
1474,35,0,230.6878082,-116.026957,32.72603103
1475,35,0,229.999742,-116.0268528,32.72605062
1476,35,0,230.0002023,-116.0267463,32.72606058
1477,35,0,229.9917302,-116.0266404,32.72607498
1478,35,0,229.9987953,-116.0265345,32.72608919
1479,35,0,229.9990205,-116.0264278,32.72609244
1480,35,0,229.998598,-116.0263235,32.7261151
1481,35,0,229.9778035,-116.0262171,32.72612462
1482,35,0,230.0000375,-116.0261111,32.72613383
1483,35,0,229.9990904,-116.0260062,32.72615402
1484,35,0,230.0015537,-116.0259007,32.72617126
1485,35,0,230.005493,-116.0257946,32.72618413
1486,35,0,229.9991639,-116.0256884,32.72619608
1487,35,0,229.9949773,-116.0255821,32.72620739
1488,35,0,230.017415,-116.0254761,32.72622096
1489,35,0,229.9999514,-116.02537,32.72623221
1490,35,0,230.0004399,-116.025264,32.72624453
1491,35,0,229.9839446,-116.0251589,32.726264
1492,35,0,229.9986513,-116.025053,32.72627859
1493,35,0,230.0007034,-116.0249467,32.72629011
1494,35,0,229.9992878,-116.0248405,32.72630113
1495,35,0,230.0468821,-116.0247346,32.72631411
1496,35,0,229.9941837,-116.0246285,32.72632051
1497,35,0,229.9741516,-116.0245486,32.72627214
1498,35,0,229.9583332,-116.0245634,32.72617234
1499,35,0,230.0213002,-116.0246017,32.72607261
1500,35,0,230.0158938,-116.0246079,32.72596613
1501,35,0,229.9939997,-116.0246023,32.72585999
1502,35,0,229.9942341,-116.0246198,32.72575476
1503,35,0,230.0271893,-116.0246602,32.72565775
1504,35,0,229.9852412,-116.0247056,32.72556114
1505,35,0,230.0119242,-116.0247256,32.72545927
1506,35,0,229.9332753,-116.0246984,32.72535844
1507,35,0,230.0196021,-116.0246667,32.72525989
1508,35,0,230.0334528,-116.0246232,32.72516404
1509,35,0,230.0114094,-116.0246197,32.725059
1510,35,0,229.9911753,-116.0245921,32.7249565
1511,35,0,229.9823511,-116.0245663,32.72485427
1512,35,0,230.00568,-116.024544,32.72475136
1513,35,0,229.9982511,-116.0244926,32.72465797
1514,35,0,229.972649,-116.0244028,32.72460689
1515,35,0,230.0364547,-116.0243017,32.72457403
1516,35,0,230.0387584,-116.0242184,32.72450949
1517,35,0,230.0262588,-116.0241625,32.72442854
1518,35,0,230.0821012,-116.0241482,32.72432363
1519,35,0,229.9752534,-116.0241487,32.72421785
1520,35,0,230.0175506,-116.024106,32.7242219
1521,35,0,230.1718959,-116.0240935,32.72432791
1522,35,0,229.9535872,-116.0240866,32.72443164
1523,35,0,229.9930119,-116.0241057,32.72453505
1524,35,0,230.0076815,-116.0241515,32.72462908
1525,35,0,230.0151384,-116.0242066,32.72471554
1526,35,0,229.9780913,-116.0242773,32.72478368
1527,35,0,229.9919886,-116.0242569,32.72488621
1528,35,0,229.8971874,-116.0241972,32.72497413
1529,35,0,230.0023253,-116.0241672,32.72507514
1530,35,0,229.9785822,-116.0241635,32.72518194
1531,35,0,229.9615143,-116.02417,32.72528806
1532,35,0,230.0222131,-116.0241512,32.72538792
1533,35,0,230.0046229,-116.024071,32.72544347
1534,35,0,229.9994232,-116.0239862,32.72541273
1535,35,0,229.9932223,-116.0239132,32.72537776
1536,35,0,230.0198658,-116.0238237,32.72543542
1537,35,0,229.9982761,-116.0237239,32.72546524
1538,35,0,229.9929651,-116.0236205,32.72544413
1539,35,0,230.0047419,-116.0235269,32.72539258
1540,35,0,230.0049788,-116.0234315,32.72534975
1541,35,0,230.0008157,-116.023335,32.72537489
1542,35,0,230.0118347,-116.0232567,32.72544652
1543,35,0,230.0031617,-116.0231832,32.72552379
1544,35,0,229.9979847,-116.0231001,32.72559095
1545,35,0,229.9988503,-116.0230158,32.72565655
1546,35,0,229.9967707,-116.0229383,32.72572995
1547,35,0,229.999811,-116.0228486,32.72578756
1548,35,0,229.9998708,-116.0227502,32.72582918
1549,35,0,230.0125162,-116.022661,32.72579033
1550,35,0,229.9998202,-116.0226162,32.72569459
1551,35,0,230.0019181,-116.0225762,32.72559557
1552,35,0,230.001696,-116.0225157,32.72550756
1553,35,0,230.0174196,-116.0224659,32.72541331
1554,35,0,230.0035215,-116.0223725,32.72536294
1555,35,0,230.0065223,-116.0222794,32.72531052
1556,35,0,230.0021306,-116.0221819,32.72526675
1557,35,0,229.9868387,-116.022091,32.72521511
1558,35,0,230.0146092,-116.0220548,32.72511638
1559,35,0,229.9984079,-116.0220584,32.72501051
1560,35,0,230.0000954,-116.0220871,32.72490791
1561,35,0,229.9917936,-116.0221569,32.72483107
1562,35,0,229.9991165,-116.0222452,32.72477102
1563,35,0,229.9823403,-116.0223246,32.7247017
1564,35,0,229.9782082,-116.0223806,32.72461496
1565,35,0,230.0029702,-116.0223616,32.72455642
1566,35,0,230.034835,-116.0222555,32.72455439
1567,35,0,229.9944241,-116.0221715,32.72450061
1568,35,0,230.0215569,-116.0222179,32.72441282
1569,35,0,230.0401017,-116.0222445,32.72431091
1570,35,0,230.0888781,-116.0221522,32.72429366
